Date received,Product,Sub-product,Issue,Complaint list,Company,State,Tags,Date sent,Company response,Timely response,Consumer disputed,Date difference(%)
06-03-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,responds  only to consumer,"ECMC GROUP, INC.",IN,Servicemember,04-04-2017,Closed with explanation,Yes,Yes,114.74
29-03-2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,responds  only to consumer,Utah System of Higher Education,UT,Servicemember,06-04-2016,Closed with explanation,Yes,No,31.65
24-02-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Company can't verify or dispute the facts in the complaint,"Nationwide Debt Management Solutions, LLC",CA,Servicemember,24-02-2017,Closed with explanation,No,No,0
10-02-2017,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,TENET HEALTHCARE CORPORATION,NE,Servicemember,15-02-2017,Closed with explanation,Yes,No,19.79
06-02-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,opportunity for Consumer satisfaction,"Strategic Alliances, Inc.",GA,Servicemember,14-02-2017,Closed with explanation,Yes,Yes,31.65
15-09-2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,No public response provided,"CITIBANK, N.A.",VA,Servicemember,15-09-2015,Closed with non-monetary relief,Yes,No,0
07-04-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,CA,Servicemember,07-04-2017,Closed,Yes,No,0
18-01-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"VNU Group, LLC",TX,Servicemember,29-03-2017,Closed with explanation,Yes,No,246.56
24-03-2017,Debt collection,Medical,False statements or representation,Acted by contract/law,"FIDELITY CAPITAL HOLDINGS, INC",CA,Older American,24-03-2017,Closed with explanation,No,No,0
04-04-2017,Debt collection,Medical,Disclosure verification of debt,Acted by contract/law,Professional Recovery Management,KY,Servicemember,04-04-2017,Closed with non-monetary relief,Yes,No,0
31-03-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,responds  only to consumer,"Navient Solutions, LLC.",NJ,"Older American, Servicemember",04-04-2017,Closed with explanation,Yes,No,15.81
05-04-2017,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Acted by contract/law,GREAT LAKES,VA,Servicemember,06-04-2017,Closed with explanation,Yes,No,3.95
05-04-2017,Debt collection,Credit card,Cont'd attempts collect debt not owed,responds  only to consumer,WELLS FARGO & COMPANY,MD,Servicemember,05-04-2017,Closed with explanation,Yes,No,0
16-02-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"NCC Business Services, Inc.",OH,Servicemember,16-02-2017,Closed with explanation,Yes,No,0
24-12-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,No public response provided,"BANK OF AMERICA, NATIONAL ASSOCIATION",NC,"Older American, Servicemember",29-12-2015,Closed with explanation,Yes,No,19.77
22-01-2017,Debt collection,Medical,Cont'd attempts collect debt not owed,responds  only to consumer,"WAKEFIELD & ASSOCIATES, INC.",IN,Older American,28-03-2017,Closed with explanation,Yes,No,226.75
18-05-2016,Debt collection,Payday loan,Communication tactics,responds  only to consumer,Cottonwood Financial Ltd.,TX,Older American,18-05-2016,Closed with explanation,Yes,No,0
24-08-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,responds  only to consumer,United Consumers Inc,DC,Older American,24-08-2016,Closed with explanation,Yes,No,0
07-04-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,"Aspen National Financial, Inc.",NV,Servicemember,07-04-2017,Closed with non-monetary relief,Yes,Yes,0
10-12-2015,Debt collection,Payday loan,Taking/threatening an illegal action,Third party action,"Advance America, Cash Advance Centers, Inc.",TX,Servicemember,10-12-2015,Closed with explanation,Yes,No,0
28-03-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"FAIR COLLECTIONS & OUTSOURCING, INC.",FL,Servicemember,28-03-2017,Closed with explanation,Yes,Yes,0
15-03-2017,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Company can't verify or dispute the facts in the complaint,"CCS Financial Services, Inc.",TN,Servicemember,08-04-2017,Closed with explanation,Yes,No,94.96
08-02-2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Acted by contract/law,Columbia Recovery Group LLC,WA,Servicemember,08-02-2016,Closed with explanation,Yes,Yes,0
08-09-2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,Third party action,"The Regional Adjustment Bureau, Incorporated",CT,Servicemember,09-09-2015,Closed with non-monetary relief,Yes,No,3.97
05-04-2017,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Third party action,"National Credit Systems,Inc.",TX,"Older American, Servicemember",05-04-2017,Closed with explanation,Yes,No,0
29-04-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Third party action,Perfection Collection,MD,Servicemember,24-05-2016,Closed,Yes,No,68.49
14-01-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,IQOR US INC,GA,Older American,14-01-2017,Closed with non-monetary relief,Yes,No,0
16-05-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,CA,Servicemember,16-05-2015,Closed with non-monetary relief,Yes,No,0
15-03-2016,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Third party action,"Advance America, Cash Advance Centers, Inc.",GA,Servicemember,15-03-2016,Closed with explanation,Yes,No,0
05-04-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,CA,Older American,05-04-2017,Closed,Yes,No,0
29-03-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"Kriya Capital, LLC",TX,Servicemember,29-03-2017,Closed with explanation,Yes,No,0
21-12-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,VA,Servicemember,21-12-2016,Closed,Yes,No,0
20-03-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Misunderstanding,"HW Holding, Inc",WA,Older American,20-03-2017,Closed with explanation,Yes,No,0
01-07-2016,Debt collection,Credit card,Improper contact or sharing of info,Misunderstanding,Atlantic Recovery Solutions LLC,PA,Older American,01-07-2016,Closed with explanation,Yes,No,0
12-03-2017,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Third party action,"I.Q. DATA INTERNATIONAL, INC.",NV,Older American,15-03-2017,Closed with explanation,Yes,No,11.88
28-06-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,No public response provided,"ProCollect, Inc.",NY,Servicemember,28-06-2015,Closed with explanation,Yes,Yes,0
10-02-2017,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,TENET HEALTHCARE CORPORATION,NE,Servicemember,10-02-2017,Closed with explanation,Yes,No,0
03-12-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,MA,Older American,03-12-2015,Closed with non-monetary relief,Yes,Yes,0
04-06-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,ERC,MT,Servicemember,04-06-2015,Closed with non-monetary relief,Yes,No,0
18-02-2017,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,responds  only to consumer,"NCC Business Services, Inc.",FL,Servicemember,18-02-2017,Closed with explanation,Yes,No,0
22-02-2017,Debt collection,Credit card,Cont'd attempts collect debt not owed,responds  only to consumer,"Sentry Credit, Inc.",IL,Older American,22-02-2017,Closed with explanation,No,No,0
20-04-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Company can't verify or dispute the facts in the complaint,"Aargon Agency, Inc.",CO,Older American,20-04-2015,Closed,Yes,No,0
13-11-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Billco, Inc",TX,Older American,10-01-2017,Closed with monetary relief,No,No,199.07
03-02-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Misunderstanding,"Retrieval-Masters Creditors Bureau, Inc., Elmsford, NY Branch",CA,Servicemember,05-02-2016,Closed with explanation,Yes,No,7.92
05-04-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"Aargon Agency, Inc.",MD,Servicemember,05-04-2017,Closed with explanation,Yes,No,0
17-09-2015,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Company can't verify or dispute the facts in the complaint,"CASHCALL, INC.",NJ,Servicemember,21-09-2015,Closed with explanation,Yes,No,15.83
03-11-2016,Debt collection,Credit card,Taking/threatening an illegal action,Acted by contract/law,NAVY FEDERAL CREDIT UNION,CO,Servicemember,03-11-2016,Closed with explanation,Yes,No,0
10-01-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,"Hauge Associates, Inc.",NE,Servicemember,15-01-2016,Closed with explanation,Yes,No,19.79
30-07-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,opportunity for Consumer satisfaction,"I.Q. DATA INTERNATIONAL, INC.",WA,Servicemember,30-07-2016,Closed with explanation,Yes,No,0
16-06-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Acted by contract/law,Rose Agency Inc.,MT,Older American,16-06-2015,Closed with explanation,Yes,No,0
21-05-2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Acted by contract/law,"First National Collection Bureau, Inc.",VA,Servicemember,21-05-2015,Closed with explanation,Yes,No,0
21-11-2016,Debt collection,Mortgage,Taking/threatening an illegal action,responds  only to consumer,WASHINGTON FEDERAL BANK,WA,"Older American, Servicemember",08-12-2016,Closed with explanation,Yes,Yes,36.83
02-06-2016,Debt collection,Medical,Disclosure verification of debt,Acted by contract/law,"Credit Bureau Systems, Inc., Paducah, KY Branch",IL,Older American,02-06-2016,Closed with explanation,Yes,No,0
12-11-2015,Debt collection,Credit card,Taking/threatening an illegal action,Acted by contract/law,"Neiman, Stone & McCormick , P.C.",IA,Servicemember,29-12-2015,Closed with explanation,Yes,Yes,185.97
19-08-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,"ATG Credit, LLC",CA,Servicemember,22-08-2016,Closed with explanation,Yes,No,11.86
16-04-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Pinnacle Credit Services, LLC",NY,Servicemember,16-04-2016,Closed with explanation,Yes,Yes,0
11-11-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"First National Collection Bureau, Inc.",VA,Servicemember,11-12-2015,Closed with explanation,Yes,No,118.72
11-09-2015,Debt collection,Credit card,Communication tactics,No public response provided,"Atlantic Credit & Finance, Inc.",CA,"Older American, Servicemember",11-09-2015,Closed with non-monetary relief,Yes,No,0
20-08-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Acted by contract/law,"National Credit Systems,Inc.",ID,Servicemember,30-08-2015,Closed with explanation,Yes,No,39.57
28-11-2016,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,responds  only to consumer,Performant Financial Corporation,GA,Servicemember,28-11-2016,Closed with explanation,Yes,No,0
30-06-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,responds  only to consumer,"I.C. System, Inc.",FL,Servicemember,01-07-2016,Closed with explanation,Yes,No,3.97
24-01-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"A.R.M. Solutions, Inc.",PA,Older American,14-02-2017,Closed with explanation,Yes,No,83.09
22-07-2015,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,No public response provided,"Account Control Technology, Inc.",VA,Servicemember,22-07-2015,Closed with non-monetary relief,Yes,No,0
08-12-2015,Debt collection,Non-federal student loan,Communication tactics,Acted by contract/law,SLM CORPORATION,KS,Older American,08-12-2015,Closed with explanation,Yes,No,0
06-11-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,No public response provided,"American Collections Enterprise, Inc.",MD,Servicemember,06-11-2015,Closed,Yes,No,0
26-08-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"PINNACLE RECOVERY, INC.",MD,Older American,26-08-2016,Closed with explanation,Yes,No,0
13-09-2016,Debt collection,Mortgage,Taking/threatening an illegal action,responds  only to consumer,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,Older American,13-09-2016,Closed with explanation,Yes,No,0
26-02-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,responds  only to consumer,"CITIBANK, N.A.",CA,Servicemember,26-02-2016,Closed with monetary relief,Yes,No,0
24-08-2015,Debt collection,Medical,Communication tactics,Company can't verify or dispute the facts in the complaint,Grant & Weber,CA,Older American,24-08-2015,Closed with explanation,Yes,No,0
27-01-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,No public response provided,"CITIBANK, N.A.",TX,Servicemember,27-01-2016,Closed with explanation,Yes,No,0
22-09-2016,Debt collection,Medical,False statements or representation,responds  only to consumer,TENET HEALTHCARE CORPORATION,TX,Servicemember,22-09-2016,Closed with explanation,Yes,No,0
09-03-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,opportunity for Consumer satisfaction,"Aspen National Financial, Inc.",PA,"Older American, Servicemember",09-03-2016,Closed with explanation,Yes,No,0
05-11-2015,Debt collection,Mortgage,Cont'd attempts collect debt not owed,No public response provided,"BANK OF AMERICA, NATIONAL ASSOCIATION",NC,Servicemember,05-11-2015,Closed with explanation,Yes,Yes,0
09-02-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,"Resolve Partners, LLC",NC,Older American,09-02-2016,Closed with explanation,Yes,No,0
